Grapheme	IPA	Examples	Languages	Frequence	Codepoints
j	j	ti-koot-jung-a, tits-ja-ja	Kawitshin-Kowmook-Tlathool, Kawitshin-Snanaimooh, Kawitshin-Songis, Haida-Kumshewa, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Likwiltoh, Haida-Skidegate	32	U+006a
b	b	ki-bauw, klub-klub-stād	Niskwalli-Sinahomish, Tshimsian-Kithatla, Tshinook-Tilhilooit-UpperTshinook, Kawitshin-Kowmook-Tlathool, Tshimsian-Kitunto, Kawitshin-Snanaimooh, Tshinook-Tshinook, Tinne-Nakoontloon, Bilhoola-Noothlakimish	28	U+0062
^g	g	glo-osh, gēu	Kwakiool-Haishilla, Kwakiool-Kwiha, Kawitshin-Kowmook-Tlathool, Kwakiool-Likwiltoh, Tinne-Tshilkotin, Haida-Kumshewa, Kwakiool-Hailtzuk, Niskwalli-Sinahomish, Kawitshin-Snanaimooh, Aht-Kaiookwaht, Haida-Skidegate, Haida-Masset	28	U+005e U+0067
r	r	ki-ra, na-rlh-ril	Tinne-Nakoontloon, Haida-Kumshewa, Tinne-Tshilkotin, Haida-Skidegate, Selish-Lillooet	28	U+0072
lh	l̥	alh-tin, welhl	Bilhoola-Noothlakimish, Tshimsian-Kitunto, Kawitshin-Kwantlin, Tinne-Nakoontloon, Kawitshin-Songis, Tshimsian-Kithatla, Selish-Kullespelm, Haida-Masset, Niskwalli-Sinahomish, Haida-Kumshewa, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Aht-Kaiookwaht, Tshinook-Tshinook, Tsheheilis-Staktamish, Shahaptani-Whulwhaipum	26	U+006c U+0068
ks	k s	waukse, salks-māna	Selish-Lillooet, Tshinook-Tshinook, Kawitshin-Kowmook-Tlathool, Shahaptani-Whulwhaipum, Kawitshin-Songis, Tshimsian-Kithatla, Kootenuha-UpperKootenuha, Bilhoola-Noothlakimish, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto	25	U+006b U+0073
ō$	oː	hush-hō, klō	Tshimsian-Kitunto, Tshimsian-Kithatla, Haida-Kaigani, Kwakiool-Likwiltoh, Tinne-Takulli-Teheili, Kootenuha-UpperKootenuha, Kwakiool-Kwiha, Kawitshin-Snanaimooh, Tinne-Tshilkotin, Shahaptani-Whulwhaipum, Niskwalli-Sinahomish, Haida-Kumshewa, Kawitshin-Kowmook-Tlathool, Aht-Kaiookwaht, Selish-Lillooet, Kawitshin-Kwantlin, Kwakiool-Haishilla	23	U+014d U+0024
’k	ˀk	ni-’ko’k-a-hik, ka-’koos	Selish-Lillooet, Bilhoola-Noothlakimish, Thlinkit-Skutkwan, Selish-Kullespelm, Kootenuha-UpperKootenuha, Kawitshin-Snanaimooh, Tshimsian-Kitunto, Haida-Kaigani, Kawitshin-Kwantlin	21	U+2019
’kh	kʰ
d$	d	gwad-ug-wad, tzum-tid	Niskwalli-Sinahomish, Kawitshin-Snanaimooh, Kawitshin-Kowmook-Tlathool, Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Bilhoola-Noothlakimish, Tshimsian-Kithatla	21	U+0064 U+0024
ks$	k s	wan-uks, wīl-ēiks	Tshinook-Tilhilooit-UpperTshinook, Tsheheilis-Staktamish, Aht-Kaiookwaht, Tshimsian-Kitunto, Shahaptani-Whulwhaipum, Thlinkit-Skutkwan, Kawitshin-Songis, Kwakiool-Kwiha, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Tshimsian-Kithatla, Selish-Lillooet	20	U+006b U+0073 U+0024
gh	gʱ	shā-wut-uh-ghutti, uh-hi-ghutti	Haida-Kumshewa, Thlinkit-Skutkwan, Tshimsian-Kithatla, Bilhoola-Noothlakimish, Niskwalli-Sinahomish, Tshimsian-Kitunto, Aht-Kaiookwaht, Kawitshin-Kwantlin	19	U+0067 U+0068
wh$	hʷ	thliwh, tsuh-o-liwh	Selish-Kullespelm, Kawitshin-Kwantlin, Bilhoola-Noothlakimish, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Kawitshin-Kowmook-Tlathool, Thlinkit-Skutkwan, Kawitshin-Songis, Tshinook-Tshinook, Tsheheilis-Staktamish	19	U+0077 U+0068 U+0024
ă$	ə	tits-i-mān-ă, nīt-ză	Shahaptani-Whulwhaipum, Kawitshin-Songis, Tinne-Tshilkotin, Kawitshin-Kowmook-Tlathool, Kootenuha-UpperKootenuha, Kawitshin-Snanaimooh, Haida-Masset, Haida-Kumshewa, Haida-Kaigani, Tshimsian-Kitunto, Kwakiool-Likwiltoh, Kawitshin-Kwantlin	18	U+0103 U+0024
^ō	oː	ō-oop, ō-min	Selish-Lillooet, Tsheheilis-Staktamish, Kawitshin-Kowmook-Tlathool, Tshinook-Tshinook, Kwakiool-Haishilla, Kwakiool-Kwiha, Bilhoola-Noothlakimish	17	U+005e U+014d
u$	u	tul-tsau, gēu	Thlinkit-Skutkwan, Tinne-Tshilkotin, Haida-Kaigani, Aht-Kaiookwaht, Tinne-Takulli-Teheili, Kootenuha-UpperKootenuha, Haida-Kumshewa, Haida-Skidegate, Haida-Masset	17	U+0075 U+0024
ĭ	ɨ	sĭttăk, smoo-ītlĭts	Selish-Lillooet, Kawitshin-Songis, Tinne-Tshilkotin, Tshimsian-Kithatla, Haida-Kaigani, Tshinook-Tshinook, Tshimsian-Kitunto, Kwakiool-Likwiltoh, Tinne-Takulli-Teheili	16	U+012d
^’kh	ˀkʰ	’kha, ’kāt	Bilhoola-Noothlakimish, Haida-Kumshewa, Haida-Kaigani, Thlinkit-Skutkwan, Tshimsian-Kithatla, Aht-Kaiookwaht, Selish-Lillooet, Kawitshin-Kwantlin	15	U+005e U+2019
^’k	ˀk
kh	kʰ	’kha, ha-wilkhl	Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Kootenuha-UpperKootenuha, Niskwalli-Sinahomish, Haida-Kumshewa, Haida-Kaigani, Tshinook-Tshinook, Aht-Kaiookwaht, Kawitshin-Kwantlin	15	U+006b U+0068
ns	n s	a-poo-kwunse, insua-samil-mun	Kawitshin-Kwantlin, Tshimsian-Kitunto, Kwakiool-Haishilla, Tshimsian-Kithatla, Tsheheilis-Staktamish	15	U+006e U+0073
kk	kː	tik-kīa, nuk-ko	Selish-Kullespelm, Thlinkit-Skutkwan, Tinne-Nakoontloon, Kawitshin-Kwantlin, Kootenuha-UpperKootenuha, Tshimsian-Kithatla, Tshimsian-Kitunto, Kwakiool-Likwiltoh, Selish-Lillooet, Kwakiool-Haishilla	15	U+006b U+006b
^ī	iː	īmuh, ī-kwīl	Selish-Kullespelm, Shahaptani-Whulwhaipum, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto, Bilhoola-Noothlakimish, Haida-Kumshewa, Tshimsian-Kithatla, Kawitshin-Kowmook-Tlathool, Kawitshin-Kwantlin	15	U+005e U+012b
ās$	aː s	wās, mās	Tshimsian-Kithatla, Kawitshin-Kwantlin, Kawitshin-Snanaimooh, Aht-Kaiookwaht, Kawitshin-Songis, Niskwalli-Sinahomish, Tshinook-Tshinook, Tshimsian-Kitunto, Selish-Lillooet	15	U+0101 U+0073 U+0024
msh$	m ʃ	skumsh, win-umsh	Tshinook-Tshinook, Tshinook-Tilhilooit-UpperTshinook, Bilhoola-Noothlakimish, Tsheheilis-Staktamish, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Kwakiool-Likwiltoh	14	U+006d U+0073 U+0068 U+0024
āh$	aː h	hāh, tsāh	Tshimsian-Kitunto, Tinne-Takulli-Teheili, Kwakiool-Kwiha, Tinne-Tshilkotin, Haida-Kumshewa, Kwakiool-Hailtzuk, Tshimsian-Kithatla, Niskwalli-Sinahomish, Kwakiool-Likwiltoh, Kawitshin-Kwantlin, Kwakiool-Haishilla	13	U+0101 U+0068 U+0024
hh	hː	uh-ha, uh-hi-ghutti	Thlinkit-Skutkwan, Tshimsian-Kitunto, Niskwalli-Sinahomish, Kwakiool-Hailtzuk, Tshimsian-Kithatla, Haida-Kaigani, Aht-Kaiookwaht, Selish-Lillooet, Kwakiool-Likwiltoh, Kawitshin-Kwantlin	13	U+0068 U+0068
āw	aː w	pāwk, shatāwī	Kawitshin-Snanaimooh, Kwakiool-Likwiltoh, Tsheheilis-Staktamish, Shahaptani-Whulwhaipum, Bilhoola-Noothlakimish, Kawitshin-Songis, Niskwalli-Sinahomish, Tshimsian-Kithatla, Selish-Lillooet	13	U+0101 U+0077
gw	gʷ	goo-gwilla, stō-le-gwan	Niskwalli-Sinahomish, Tshinook-Tilhilooit-UpperTshinook, Haida-Skidegate, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Haida-Kumshewa, Tshimsian-Kithatla, Tshimsian-Kitunto	12	U+0067 U+0077
^sw	sʷ	swail, swo-whā-us	Kawitshin-Kwantlin, Kawitshin-Songis, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Tsheheilis-Staktamish, Haida-Masset	11	U+005e U+0073 U+0077
kh$	kʰ	lukh, wi-mukh	Bilhoola-Noothlakimish, Kawitshin-Kwantlin, Haida-Kaigani, Tshinook-Tshinook, Tshimsian-Kitunto, Kwakiool-Likwiltoh	11	U+006b U+0068 U+0024
ns$	n s	kush-aoomp-kins, wīns	Kwakiool-Kwiha, Kwakiool-Hailtzuk, Shahaptani-Whulwhaipum, Kwakiool-Haishilla, Thlinkit-Skutkwan, Tshimsian-Kithatla, Tshinook-Tshinook	11	U+006e U+0073 U+0024
^j	j	ja-da-kud-so, jā-da-hut-so	Haida-Kaigani, Kawitshin-Kowmook-Tlathool, Kawitshin-Songis, Kawitshin-Snanaimooh, Niskwalli-Sinahomish, Haida-Kumshewa, Kwakiool-Likwiltoh	10	U+005e U+006a
gh$	gʱ	lal-ti-ai-ugh, skiw-igh	Bilhoola-Noothlakimish, Thlinkit-Skutkwan, Selish-Kullespelm, Haida-Kumshewa, Haida-Kaigani, Kawitshin-Kwantlin	10	U+0067 U+0068 U+0024
x	x	nux-soo, tun-uxin	Tshimsian-Kithatla, Tshimsian-Kitunto, Selish-Kullespelm, Aht-Kaiookwaht, Kawitshin-Kwantlin	9	U+0078
ps	p s	ka-tlas-kumps´-e, kul-ōpst	Selish-Lillooet, Selish-Kullespelm, Tshinook-Tilhilooit-UpperTshinook	9	U+0070 U+0073
x$	x	moax, ux	Tshimsian-Kithatla, Tshimsian-Kitunto, Selish-Kullespelm, Aht-Kaiookwaht, Kwakiool-Haishilla	9	U+0078 U+0024
ās	aː s	mās-e-mows, shoās-tumilh	Tshinook-Tshinook, Kwakiool-Kwiha, Kwakiool-Hailtzuk, Tshimsian-Kithatla, Haida-Kaigani, Tshimsian-Kitunto, Kawitshin-Kwantlin, Kwakiool-Haishilla	9	U+0101 U+0073
āh	aː h	is-lāht´, skil-āht	Bilhoola-Noothlakimish, Tshimsian-Kithatla, Selish-Lillooet, Selish-Kullespelm, Kawitshin-Snanaimooh, Kwakiool-Hailtzuk	9	U+0101 U+0068
īs	iː s	tluk-īsa, nīs-īk	Aht-Kaiookwaht, Tshimsian-Kithatla, Thlinkit-Skutkwan, Haida-Kaigani, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Likwiltoh	9	U+012b U+0073
^b	b	but-sun, buk´-koo	Niskwalli-Sinahomish, Tinne-Nakoontloon	8	U+005e U+0062
^oo	oː	oom-ēks, oonē	Aht-Kaiookwaht, Selish-Kullespelm, Tinne-Nakoontloon, Bilhoola-Noothlakimish	8	U+005e U+006f U+006f
ls$	l s	koosh-eils, tlow-ils	Kwakiool-Kwiha, Kawitshin-Snanaimooh, Kwakiool-Hailtzuk, Kawitshin-Kowmook-Tlathool, Kwakiool-Likwiltoh, Kawitshin-Kwantlin, Kwakiool-Haishilla	8	U+006c U+0073 U+0024
ls	l s	pi-ālst, kwai-ilsa	Tshimsian-Kithatla, Selish-Kullespelm, Kawitshin-Snanaimooh, Haida-Kumshewa, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto, Shahaptani-Whulwhaipum	8	U+006c U+0073
aa$	aː	si-ya-a, tis-sa-a	Selish-Kullespelm, Kawitshin-Songis, Kawitshin-Kowmook-Tlathool, Haida-Kaigani, Kwakiool-Haishilla	8	U+0061 U+0061 U+0024
īsh$	iː ʃ	uh-īsh, tsool-tsoo-tsim-īsh	Bilhoola-Noothlakimish, Thlinkit-Skutkwan, Shahaptani-Whulwhaipum, Selish-Lillooet	7	U+012b U+0073 U+0068 U+0024
ws$	w s	mās-e-mows, yoo-took-sim-ows	Kwakiool-Kwiha, Kwakiool-Hailtzuk, Tshimsian-Kithatla, Tshimsian-Kitunto, Kwakiool-Haishilla	7	U+0077 U+0073 U+0024
ĕ	ɛ	tsalĕ-gedit, a-ko-ko-ut´-tĕ-na	Selish-Kullespelm, Kootenuha-UpperKootenuha, Kawitshin-Songis, Bilhoola-Noothlakimish, Tshimsian-Kitunto, Selish-Lillooet, Haida-Masset	7	U+0115
ss$	sː	tad-jiss, skoo-miss	Tinne-Nakoontloon, Kawitshin-Snanaimooh, Tsheheilis-Staktamish, Shahaptani-Whulwhaipum, Kawitshin-Kwantlin	7	U+0073 U+0073 U+0024
^kh	kʰ	kho-na, kha-kan	Thlinkit-Skutkwan, Bilhoola-Noothlakimish, Kwakiool-Kwiha, Haida-Kumshewa, Kwakiool-Hailtzuk	7	U+005e U+006b U+0068
^ks	k s	ksa-pook, kslă-koo-num	Kwakiool-Hailtzuk, Kwakiool-Kwiha	6	U+005e U+006b U+0073
ee	eː	keet, he-e-num	Haida-Masset, Tsheheilis-Staktamish, Tinne-Nakoontloon, Selish-Kullespelm	6	U+0065 U+0065
wsh$	w ʃ	tlaowsh, shil-awsh	Bilhoola-Noothlakimish, Kwakiool-Kwiha, Niskwalli-Sinahomish, Kwakiool-Hailtzuk, Shahaptani-Whulwhaipum, Kwakiool-Haishilla	6	U+0077 U+0073 U+0068 U+0024
ooo	o oː	ho-ook, sh-koo-oks´	Aht-Kaiookwaht, Bilhoola-Noothlakimish, Haida-Kaigani, Kawitshin-Kowmook-Tlathool, Selish-Lillooet	6	U+006f U+006f U+006f
^īh	iː h	īh-ā, īh-kwīn	Bilhoola-Noothlakimish, Selish-Kullespelm, Tshinook-Tilhilooit-UpperTshinook, Tshimsian-Kitunto, Aht-Kaiookwaht	6	U+005e U+012b U+0068
ĭ$	ɨ	kolt-lĭ, sing-e-dalĭ	Tinne-Nakoontloon, Bilhoola-Noothlakimish, Haida-Kumshewa, Haida-Kaigani, Tinne-Takulli-Teheili, Kwakiool-Haishilla	6	U+012d U+0024
ps$	p s	a-kil-akum-mi-hi-diops, wīlops	Shahaptani-Whulwhaipum, Tshinook-Tilhilooit-UpperTshinook, Tsheheilis-Staktamish, Tshinook-Tshinook	6	U+0070 U+0073 U+0024
^aa	aː	a-ah, a-as	Haida-Kumshewa, Kootenuha-UpperKootenuha, Kawitshin-Songis, Tshimsian-Kithatla, Aht-Kaiookwaht	6	U+005e U+0061 U+0061
^swh	s hʷ	swhun-ā-nit, swhai-kāl	Kawitshin-Kowmook-Tlathool, Kawitshin-Snanaimooh, Tshinook-Tshinook, Kawitshin-Kwantlin	5	U+005e U+0073 U+0077 U+0068
dh$	dʱ	ni-idh, koaldh	Tshimsian-Kithatla, Tshimsian-Kitunto, Kawitshin-Kowmook-Tlathool	5	U+0064 U+0068 U+0024
ms$	m s	sims, heums	Kwakiool-Hailtzuk, Selish-Lillooet, Kwakiool-Kwiha, Kwakiool-Haishilla	5	U+006d U+0073 U+0024
īs$	iː s	tīs, yo-īs	Aht-Kaiookwaht, Thlinkit-Skutkwan, Shahaptani-Whulwhaipum, Kawitshin-Snanaimooh	5	U+012b U+0073 U+0024
ōh$	oː h	mōh, tin-ā-ōh	Kwakiool-Likwiltoh, Tinne-Tshilkotin, Aht-Kaiookwaht, Kwakiool-Haishilla	5	U+014d U+0068 U+0024
ĕ$	ɛ	ko-konĕ, kli-gul-lĕ	Kwakiool-Kwiha, Haida-Kumshewa, Kwakiool-Hailtzuk, Haida-Kaigani, Kwakiool-Haishilla	5	U+0115 U+0024
dh	dʱ	tzia-dho, kwā-dha	Kawitshin-Kowmook-Tlathool	5	U+0064 U+0068
hs	h s	tim-mihst, tshaoo-luhs-imka	Shahaptani-Whulwhaipum, Kwakiool-Hailtzuk, Selish-Kullespelm, Kwakiool-Kwiha	5	U+0068 U+0073
^gw	gʷ	gwad-ug-wad, gwā-tshi	Niskwalli-Sinahomish, Tinne-Takulli-Teheili, Haida-Kumshewa	5	U+005e U+0067 U+0077
hw	hʷ	koos-hwa, hahwi-e	Kwakiool-Kwiha, Kwakiool-Hailtzuk, Haida-Kaigani, Tsheheilis-Staktamish, Kwakiool-Haishilla	5	U+0068 U+0077
^ksh	k ʃ	kshoowt, kshin-āmuh	Kootenuha-UpperKootenuha, Bilhoola-Noothlakimish, Tshimsian-Kithatla, Tshimsian-Kitunto, Tsheheilis-Staktamish	5	U+005e U+006b U+0073 U+0068
^ds	dz	dso-wun, dsa-kein-skuk	Kwakiool-Kwiha, Haida-Kumshewa, Kwakiool-Hailtzuk, Tshinook-Tilhilooit-UpperTshinook, Kwakiool-Haishilla	5	U+005e U+0064 U+0073
sw	sʷ	aswan, klā-al-swan-sin-goo	Haida-Masset, Shahaptani-Whulwhaipum, Haida-Kumshewa	4	U+0073 U+0077
pp	pː	ap-pa, kip-poolh-em-skit	Tinne-Tshilkotin, Tshimsian-Kitunto, Aht-Kaiookwaht, Kawitshin-Songis	4	U+0070 U+0070
ŏ	ɔ	tŏ-tōa, wŏa-puh	Kwakiool-Hailtzuk, Shahaptani-Whulwhaipum, Tshimsian-Kitunto, Kwakiool-Kwiha	4	U+014f
ds	dz	tin-ne-adsoh, skads-oot-la	Tinne-Tshilkotin, Haida-Skidegate, Kwakiool-Kwiha, Kwakiool-Haishilla	4	U+0064 U+0073
ēh	eː h	tēh-sto, atl-wi-ēhalp	Kwakiool-Haishilla, Selish-Kullespelm, Bilhoola-Noothlakimish	4	U+0113 U+0068
hs$	h s	luhs, thluhs	Shahaptani-Whulwhaipum, Tshimsian-Kithatla	4	U+0068 U+0073 U+0024
^ās	aː s	āsī, āsă	Tshimsian-Kithatla, Shahaptani-Whulwhaipum, Tshimsian-Kitunto	4	U+005e U+0101 U+0073
^shw	ʃʷ	shwa-kook, shwilh	Tsheheilis-Staktamish, Kawitshin-Snanaimooh, Selish-Lillooet	4	U+005e U+0073 U+0068 U+0077
īh$	iː h	hut-līh, shīh	Tinne-Tshilkotin, Selish-Kullespelm, Bilhoola-Noothlakimish	4	U+012b U+0068 U+0024
īh	iː h	il-tshul-īh-ut, ut-tu-kīh-e	Thlinkit-Skutkwan, Selish-Kullespelm	4	U+012b U+0068
īī	iː iː	kī-īk, pī-īk	Tshimsian-Kithatla, Kootenuha-UpperKootenuha	4	U+012b U+012b
ōs$	oː s	a-ktl-nōs, mōs	Kawitshin-Kowmook-Tlathool, Kootenuha-UpperKootenuha, Aht-Kaiookwaht	4	U+014d U+0073 U+0024
uu	uː	geh-alla-tsu-unnoh, tsu-ul-thla	Haida-Kaigani, Aht-Kaiookwaht, Kwakiool-Kwiha, Kwakiool-Haishilla	4	U+0075 U+0075
ōs	oː s	us-mōs-lekit, shuk-ōsa	Bilhoola-Noothlakimish, Kootenuha-UpperKootenuha, Kawitshin-Songis, Niskwalli-Sinahomish	4	U+014d U+0073
zz	zː	lan-ez-ze-a-tshan-tai, ta-ke-nan-ez-zi	Tinne-Nakoontloon	4	U+007a U+007a
āsh$	aː ʃ	hāsh, ehil-shin-āsh	Bilhoola-Noothlakimish, Tshinook-Tshinook	3	U+0101 U+0073 U+0068 U+0024
ĭs	ɨ s	sĭs´-kwuz, whĭs-kun	Selish-Lillooet	3	U+012d U+0073
ŏ$	ɔ	shus-a-wŏ, tshis-lungŏ	Thlinkit-Skutkwan, Haida-Kaigani, Tsheheilis-Staktamish	3	U+014f U+0024
^āh$	aː h	āh	Thlinkit-Skutkwan, Tshimsian-Kithatla, Tshimsian-Kitunto	3	U+005e U+0101 U+0068 U+0024
^ĭ	ɨ	ĭ-ītshi-min, ĭtl-koo-tagai	Selish-Lillooet, Tinne-Takulli-Teheili	3	U+005e U+012d
dd	dː	ni-ked-do, pun-hud-dem	Niskwalli-Sinahomish, Tshimsian-Kitunto	3	U+0064 U+0064
ww	wː	tsow-waghl, tow-wē-wut	Kawitshin-Snanaimooh, Aht-Kaiookwaht, Selish-Lillooet	3	U+0077 U+0077
shw	ʃʷ	pishwă, pat-shwai	Shahaptani-Whulwhaipum, Kawitshin-Songis	3	U+0073 U+0068 U+0077
oooo	oː oː	haioo-ook, na-soo-ookē	Kootenuha-UpperKootenuha, Aht-Kaiookwaht	3	U+006f U+006f U+006f U+006f
īss$	iː sː	thlik-wīss	Kwakiool-Hailtzuk, Kwakiool-Kwiha, Kwakiool-Haishilla	3	U+012b U+0073 U+0073 U+0024
īsh	iː ʃ	ska-nīsht, tlīsh-illa	Tshimsian-Kithatla, Tshimsian-Kitunto, Kwakiool-Likwiltoh	3	U+012b U+0073 U+0068
nn$	nː	wunn, kwunn	Thlinkit-Skutkwan, Tshimsian-Kithatla, Tshimsian-Kitunto	3	U+006e U+006e U+0024
shs$	ʃ s	mow-allishs, skil-eish-til-ushs	Bilhoola-Noothlakimish, Tshimsian-Kithatla	3	U+0073 U+0068 U+0073 U+0024
ll$	lː	dull, tūll	Haida-Kaigani, Haida-Skidegate, Haida-Kumshewa	3	U+006c U+006c U+0024
wss$	w sː	kowss	Kwakiool-Hailtzuk, Kwakiool-Kwiha, Kwakiool-Haishilla	3	U+0077 U+0073 U+0073 U+0024
ii$	iː	tsi-i, kwai-i	Haida-Kaigani, Tinne-Takulli-Teheili, Selish-Lillooet	3	U+0069 U+0069 U+0024
bsh$	b ʃ	ubsh, stōbsh	Tshinook-Tshinook, Niskwalli-Sinahomish	2	U+0062 U+0073 U+0068 U+0024
^χ	χ	χa-da, χa-da-hit-zoo	Haida-Skidegate, Haida-Masset	2	U+005e U+03c7
ēs	eː s	a-mēs-ka-num, spēst-sē	Selish-Kullespelm, Kwakiool-Haishilla	2	U+0113 U+0073
ōh	oː h	slanai-ōhl, kōht	Kawitshin-Snanaimooh, Tshimsian-Kithatla	2	U+014d U+0068
ay$	ai	oway	Haida-Masset	2	U+0079 U+0024
^ns	n s	ns-kā-āk-slannē, ns-kā-āk	Kawitshin-Kwantlin	2	U+005e U+006e U+0073
āā	aː aː	ns-kā-āk-slannē, ns-kā-āk	Kawitshin-Kwantlin	2	U+0101 U+0101
kws	kʷ s	hakws-smuk-wătshi, is-kws-sum-ēm´	Selish-Kullespelm, Niskwalli-Sinahomish	2	U+006b U+0077 U+0073
χ	χ	kitl-χow, ki-χi	Haida-Skidegate	2	U+03c7
mh$	m̥	kwalimh, et-shumh	Tshinook-Tshinook	2	U+006d U+0068 U+0024
^twh	t hʷ	twh-ātsh, twhal-al-adi	Kawitshin-Kowmook-Tlathool, Tshinook-Tilhilooit-UpperTshinook	2	U+005e U+0074 U+0077 U+0068
^kwsh	kʷ ʃ	kwsh-sutz, kwsh-kwās-kit	Tshimsian-Kitunto, Aht-Kaiookwaht	2	U+005e U+006b U+0077 U+0073 U+0068
nsh$	n ʃ	insh, kunsh	Thlinkit-Skutkwan, Bilhoola-Noothlakimish	2	U+006e U+0073 U+0068 U+0024
ēs$	eː s	ai-yēs, yēs	Thlinkit-Skutkwan, Kawitshin-Snanaimooh	2	U+0113 U+0073 U+0024
ms	m s	timst	Kwakiool-Likwiltoh	2	U+006d U+0073
tw	tʷ	atwan, n-twait´-a-kooh	Selish-Kullespelm, Shahaptani-Whulwhaipum	2	U+0074 U+0077
nh	n̥	kla-nhl-kwun-ilh, tsh-kwonh-ama	Tshinook-Tilhilooit-UpperTshinook, Haida-Kumshewa	2	U+006e U+0068
^kws	kʷ s	kwst, kws-kă	Haida-Kaigani, Tshimsian-Kitunto	2	U+005e U+006b U+0077 U+0073
bb	bː	muh-muh-gubba, hub-bo	Tshinook-Tilhilooit-UpperTshinook, Kawitshin-Songis	2	U+0062 U+0062
ēh$	eː h	kuh-kwēh, tshin-kat-ka-tēh	Thlinkit-Skutkwan, Selish-Lillooet	2	U+0113 U+0068 U+0024
^z	z	zōko-kun, zō-uk	Selish-Lillooet	2	U+005e U+007a
kws$	kʷ s	kwa-kws, sa-kws	Kawitshin-Kwantlin	2	U+006b U+0077 U+0073 U+0024
shsh	ʃː	ish-shim, mish-shooioot	Tshinook-Tilhilooit-UpperTshinook, Bilhoola-Noothlakimish	2	U+0073 U+0068 U+0073 U+0068
^ē	eː	ē-hlin	Haida-Kumshewa	1	U+005e U+0113
īssh	iː s ʃ	wīsshum	Kwakiool-Haishilla	1	U+012b U+0073 U+0073 U+0068
ssh	s ʃ	weisshum	Kwakiool-Kwiha	1	U+0073 U+0073 U+0068
msh	m ʃ	tla-nimshk	Tshinook-Tshinook	1	U+006d U+0073 U+0068
lsh$	l ʃ	keulsh	Tshimsian-Kitunto	1	U+006c U+0073 U+0068 U+0024
^gh	gʱ	ghin-tash	Kwakiool-Likwiltoh	1	U+005e U+0067 U+0068
ēsh	eː ʃ	tēsh-tsha	Bilhoola-Noothlakimish	1	U+0113 U+0073 U+0068
tsts	tsː	tiwh´-ts-tsth	Selish-Kullespelm	1	U+0074 U+0073 U+0074 U+0073
bs	b s	obsin	Tsheheilis-Staktamish	1	U+0062 U+0073
rr	rː	nin-tshur-rā	Tinne-Nakoontloon	1	U+0072 U+0072
ĕh$	ɛ h	skil-a-kĕh	Selish-Lillooet	1	U+0115 U+0068 U+0024
hsh$	h ʃ	gei-oohsh	Kawitshin-Snanaimooh	1	U+0068 U+0073 U+0068 U+0024
b$	b	tlub	Kawitshin-Snanaimooh	1	U+0062 U+0024
^ĕs	ɛ s	ĕs-si-ya´-ah	Selish-Kullespelm	1	U+005e U+0115 U+0073
ōw$	oː w	skōw	Haida-Kumshewa	1	U+014d U+0077 U+0024
^hw	hʷ	hwai	Tinne-Takulli-Teheili	1	U+005e U+0068 U+0077
ōss$	oː sː	shwo-wha-ōss	Kawitshin-Snanaimooh	1	U+014d U+0073 U+0073 U+0024
ū	uː	tūll	Haida-Skidegate	1	U+016b
^’h	ˀh	’hai-’kh	Kawitshin-Kwantlin	1	U+005e U+2019 U+0068
ŏh$	ɔ h	tŏh	Tinne-Tshilkotin	1	U+014f U+0068 U+0024
ooo$	o oː	wo-oo	Kootenuha-UpperKootenuha	1	U+006f U+006f U+006f U+0024
dsh$	dʒ	whuldsh	Niskwalli-Sinahomish	1	U+0064 U+0073 U+0068 U+0024
^ās$	aː s	ās	Thlinkit-Skutkwan	1	U+005e U+0101 U+0073 U+0024
ksh$	k ʃ	e-tshuksh	Tshinook-Tilhilooit-UpperTshinook	1	U+006b U+0073 U+0068 U+0024
ee$	eː	tse-e	Selish-Lillooet	1	U+0065 U+0065 U+0024
gs	g s	yungs-a-kīn	Tinne-Tshilkotin	1	U+0067 U+0073
^psh	p ʃ	pshaik	Tsheheilis-Staktamish	1	U+005e U+0070 U+0073 U+0068
^hsh	h ʃ	hsh-pā	Bilhoola-Noothlakimish	1	U+005e U+0068 U+0073 U+0068
^oooo	oː oː	oo-oos-se	Selish-Kullespelm	1	U+005e U+006f U+006f U+006f U+006f
^aa$	aː	a-a	Shahaptani-Whulwhaipum	1	U+005e U+0061 U+0061 U+0024
kwh$	kʷʰ	hē-kwh	Niskwalli-Sinahomish	1	U+006b U+0077 U+0068 U+0024
āwh	aː hʷ	tāwhl	Tshinook-Tshinook	1	U+0101 U+0077 U+0068
nh$	n̥	shīnh	Shahaptani-Whulwhaipum	1	U+006e U+0068 U+0024
